"film_id","actor_id","title","first_name","last_name","rental_duration","rental_rate","length","replacement_cost","rating"
295,59,"Expendable Stallion","Dustin","Tautou",3,0.99,97,14.99,"PG"
418,59,"Hobbit Alien","Dustin","Tautou",5,0.99,157,27.99,"PG-13"
572,59,"Metropolis Coma","Dustin","Tautou",4,2.99,64,9.99,"PG-13"
644,59,"Oscar Gold","Dustin","Tautou",7,2.99,115,29.99,"PG"
650,59,"Pacific Amistad","Dustin","Tautou",3,0.99,144,27.99,"G"
689,59,"Pollock Deliverance","Dustin","Tautou",5,2.99,137,14.99,"PG"
694,59,"Prejudice Oleander","Dustin","Tautou",6,4.99,98,15.99,"PG-13"
702,59,"Pulp Beverly","Dustin","Tautou",4,2.99,89,12.99,"G"
713,59,"Rainbow Shock","Dustin","Tautou",3,4.99,74,14.99,"PG"
749,59,"Rules Human","Dustin","Tautou",6,4.99,153,19.99,"R"
772,59,"Sea Virgin","Dustin","Tautou",4,2.99,80,24.99,"PG"
853,59,"Stranger Strangers","Dustin","Tautou",3,4.99,139,12.99,"G"
862,59,"Summer Scarface","Dustin","Tautou",5,0.99,53,25.99,"G"
943,59,"Villain Desperate","Dustin","Tautou",4,4.99,76,27.99,"PG-13"
946,59,"Virtual Spoilers","Dustin","Tautou",3,4.99,144,14.99,"NC-17"
984,59,"Wonderful Drop","Dustin","Tautou",3,2.99,126,20.99,"NC-17"
31,60,"Apache Divine","Henry","Berry",5,4.99,92,16.99,"NC-17"
85,60,"Bonnie Holocaust","Henry","Berry",4,0.99,63,29.99,"G"
133,60,"Chamber Italian","Henry","Berry",7,4.99,117,14.99,"NC-17"
142,60,"Chicken Hellfighters","Henry","Berry",3,0.99,122,24.99,"PG"
177,60,"Connecticut Tramp","Henry","Berry",4,4.99,172,20.99,"R"
179,60,"Conquerer Nuts","Henry","Berry",4,4.99,173,14.99,"G"
186,60,"Craft Outfield","Henry","Berry",6,0.99,64,17.99,"NC-17"
222,60,"Desert Poseidon","Henry","Berry",4,4.99,64,27.99,"R"
235,60,"Divide Monster","Henry","Berry",6,2.99,68,13.99,"PG-13"
239,60,"Dogma Family","Henry","Berry",5,4.99,122,16.99,"G"
253,60,"Drifter Commandments","Henry","Berry",5,4.99,61,18.99,"PG-13"
262,60,"Dumbo Lust","Henry","Berry",5,0.99,119,17.99,"NC-17"
297,60,"Extraordinary Conquerer","Henry","Berry",6,2.99,122,29.99,"G"
299,60,"Factory Dragon","Henry","Berry",4,0.99,144,9.99,"PG-13"
334,60,"Freddy Storm","Henry","Berry",6,4.99,65,21.99,"NC-17"
376,60,"Grapes Fury","Henry","Berry",4,0.99,155,20.99,"G"
423,60,"Hollywood Anonymous","Henry","Berry",7,0.99,69,29.99,"PG"
436,60,"Hours Rage","Henry","Berry",4,0.99,122,14.99,"NC-17"
493,60,"Kane Exorcist","Henry","Berry",5,0.99,92,18.99,"R"
534,60,"Louisiana Harry","Henry","Berry",5,0.99,70,18.99,"PG-13"
551,60,"Maiden Home","Henry","Berry",3,4.99,138,9.99,"PG"
658,60,"Paris Weekend","Henry","Berry",7,2.99,121,19.99,"PG-13"
665,60,"Patton Interview","Henry","Berry",4,2.99,175,22.99,"PG"
679,60,"Pilot Hoosiers","Henry","Berry",6,2.99,50,17.99,"PG"
754,60,"Rushmore Mermaid","Henry","Berry",6,2.99,150,17.99,"PG-13"
771,60,"Scorpion Apollo","Henry","Berry",3,4.99,137,23.99,"NC-17"
783,60,"Shane Darkness","Henry","Berry",5,2.99,93,22.99,"PG"
784,60,"Shanghai Tycoon","Henry","Berry",7,2.99,47,20.99,"PG"
805,60,"Sleepless Monsoon","Henry","Berry",5,4.99,64,12.99,"G"
830,60,"Spirit Flintstones","Henry","Berry",7,0.99,149,23.99,"R"
835,60,"Spy Mile","Henry","Berry",6,2.99,112,13.99,"PG-13"
928,60,"Uptown Young","Henry","Berry",5,2.99,84,16.99,"PG"
952,60,"Wagon Jaws","Henry","Berry",7,2.99,152,17.99,"PG"
971,60,"Whale Bikini","Henry","Berry",4,4.99,109,11.99,"PG-13"
986,60,"Wonka Sea","Henry","Berry",6,2.99,85,24.99,"NC-17"
235,61,"Divide Monster","Christian","Neeson",6,2.99,68,13.99,"PG-13"
237,61,"Divorce Shining","Christian","Neeson",3,2.99,47,21.99,"G"
307,61,"Fellowship Autumn","Christian","Neeson",6,4.99,77,9.99,"NC-17"
362,61,"Glory Tracy","Christian","Neeson",7,2.99,115,13.99,"PG-13"
372,61,"Graceland Dynamite","Christian","Neeson",5,4.99,140,26.99,"R"
374,61,"Graffiti Love","Christian","Neeson",3,0.99,117,29.99,"PG"
423,61,"Hollywood Anonymous","Christian","Neeson",7,0.99,69,29.99,"PG"
433,61,"Horn Working","Christian","Neeson",4,2.99,95,23.99,"PG"
508,61,"Lambs Cincinatti","Christian","Neeson",6,4.99,144,18.99,"PG-13"
518,61,"Liaisons Sweet","Christian","Neeson",5,4.99,140,15.99,"PG"
519,61,"Liberty Magnificent","Christian","Neeson",3,2.99,138,27.99,"G"
535,61,"Love Suicides","Christian","Neeson",6,0.99,181,21.99,"R"
537,61,"Lover Truman","Christian","Neeson",3,2.99,75,29.99,"G"
585,61,"Mob Duffel","Christian","Neeson",4,0.99,105,25.99,"G"
639,61,"Opposite Necklace","Christian","Neeson",7,4.99,92,9.99,"PG"
648,61,"Outlaw Hanky","Christian","Neeson",7,4.99,148,17.99,"PG-13"
649,61,"Oz Liaisons","Christian","Neeson",4,2.99,85,14.99,"R"
703,61,"Punk Divorce","Christian","Neeson",6,4.99,100,18.99,"PG"
752,61,"Runner Madigan","Christian","Neeson",6,0.99,101,27.99,"NC-17"
766,61,"Savannah Town","Christian","Neeson",5,0.99,84,25.99,"PG-13"
767,61,"Scalawag Duck","Christian","Neeson",6,4.99,183,13.99,"NC-17"
780,61,"Sensibility Rear","Christian","Neeson",7,4.99,98,15.99,"PG"
831,61,"Spirited Casualties","Christian","Neeson",5,0.99,138,20.99,"PG-13"
832,61,"Splash Gump","Christian","Neeson",5,0.99,175,16.99,"PG"
990,61,"World Leathernecks","Christian","Neeson",3,0.99,171,13.99,"PG-13"
6,62,"Agent Truman","Jayne","Neeson",3,2.99,169,17.99,"PG"
42,62,"Artist Coldblooded","Jayne","Neeson",5,2.99,170,10.99,"NC-17"
54,62,"Banger Pinocchio","Jayne","Neeson",5,0.99,113,15.99,"R"
100,62,"Brooklyn Desert","Jayne","Neeson",7,4.99,161,21.99,"R"
101,62,"Brotherhood Blanket","Jayne","Neeson",3,0.99,73,26.99,"R"
129,62,"Cause Date","Jayne","Neeson",3,2.99,179,16.99,"R"
198,62,"Crystal Breaking","Jayne","Neeson",6,2.99,184,22.99,"NC-17"
211,62,"Darling Breaking","Jayne","Neeson",7,4.99,165,20.99,"PG-13"
231,62,"Dinosaur Secretary","Jayne","Neeson",7,2.99,63,27.99,"R"
272,62,"Edge Kissing","Jayne","Neeson",5,4.99,153,9.99,"NC-17"
295,62,"Expendable Stallion","Jayne","Neeson",3,0.99,97,14.99,"PG"
337,62,"Frida Slipper","Jayne","Neeson",6,2.99,73,11.99,"R"
375,62,"Grail Frankenstein","Jayne","Neeson",4,2.99,85,17.99,"NC-17"
385,62,"Groundhog Uncut","Jayne","Neeson",6,4.99,139,26.99,"PG-13"
393,62,"Halloween Nuts","Jayne","Neeson",6,2.99,47,19.99,"PG-13"
398,62,"Hanover Galaxy","Jayne","Neeson",5,4.99,47,21.99,"NC-17"
406,62,"Haunting Pianist","Jayne","Neeson",5,0.99,181,22.99,"R"
413,62,"Hedwig Alter","Jayne","Neeson",7,2.99,169,16.99,"NC-17"
428,62,"Homicide Peach","Jayne","Neeson",6,2.99,141,21.99,"PG-13"
445,62,"Hyde Doctor","Jayne","Neeson",5,2.99,100,11.99,"G"
457,62,"Independence Hotel","Jayne","Neeson",5,0.99,157,21.99,"NC-17"
465,62,"Interview Liaisons","Jayne","Neeson",4,4.99,59,17.99,"R"
688,62,"Polish Brooklyn","Jayne","Neeson",6,0.99,61,12.99,"PG"
707,62,"Quest Mussolini","Jayne","Neeson",5,2.99,177,29.99,"R"
719,62,"Records Zorro","Jayne","Neeson",7,4.99,182,11.99,"PG"
951,62,"Voyage Legally","Jayne","Neeson",6,0.99,78,28.99,"PG-13"
981,62,"Wolves Desire","Jayne","Neeson",7,0.99,55,13.99,"NC-17"
988,62,"Worker Tarzan","Jayne","Neeson",7,2.99,139,26.99,"R"
990,62,"World Leathernecks","Jayne","Neeson",3,0.99,171,13.99,"PG-13"
73,63,"Bingo Talented","Cameron","Wray",5,2.99,150,22.99,"PG-13"
134,63,"Champion Flatliners","Cameron","Wray",4,4.99,51,21.99,"PG"
167,63,"Coma Head","Cameron","Wray",6,4.99,109,10.99,"NC-17"
208,63,"Dares Pluto","Cameron","Wray",7,2.99,89,16.99,"PG-13"
225,63,"Destination Jerk","Cameron","Wray",3,0.99,76,19.99,"PG-13"
248,63,"Dozen Lion","Cameron","Wray",6,4.99,177,20.99,"NC-17"
249,63,"Dracula Crystal","Cameron","Wray",7,0.99,176,26.99,"G"
278,63,"Elf Murder","Cameron","Wray",4,4.99,155,19.99,"NC-17"
392,63,"Hall Cassidy","Cameron","Wray",5,4.99,51,13.99,"NC-17"
517,63,"Lesson Cleopatra","Cameron","Wray",3,0.99,167,28.99,"NC-17"
633,63,"October Submarine","Cameron","Wray",6,4.99,54,10.99,"PG-13"
763,63,"Satisfaction Confidential","Cameron","Wray",3,4.99,75,26.99,"G"
781,63,"Seven Swarm","Cameron","Wray",4,4.99,127,15.99,"R"
809,63,"Slipper Fidelity","Cameron","Wray",5,0.99,156,14.99,"PG-13"
893,63,"Titans Jerk","Cameron","Wray",4,4.99,91,11.99,"PG"
932,63,"Valley Packer","Cameron","Wray",3,0.99,73,21.99,"G"
944,63,"Virgin Daisy","Cameron","Wray",6,4.99,179,29.99,"PG-13"
945,63,"Virginian Pluto","Cameron","Wray",5,0.99,164,22.99,"R"
981,63,"Wolves Desire","Cameron","Wray",7,0.99,55,13.99,"NC-17"
3,64,"Adaptation Holes","Ray","Johansson",7,2.99,50,18.99,"NC-17"
10,64,"Aladdin Calendar","Ray","Johansson",6,4.99,63,24.99,"NC-17"
37,64,"Arizona Bang","Ray","Johansson",3,2.99,121,28.99,"PG"
87,64,"Boondock Ballroom","Ray","Johansson",7,0.99,76,14.99,"NC-17"
88,64,"Born Spinal","Ray","Johansson",7,4.99,179,17.99,"PG"
124,64,"Casper Dragonfly","Ray","Johansson",3,4.99,163,16.99,"PG-13"
197,64,"Crusade Honey","Ray","Johansson",4,2.99,112,27.99,"R"
280,64,"Empire Malkovich","Ray","Johansson",7,0.99,177,26.99,"G"
291,64,"Evolution Alter","Ray","Johansson",5,0.99,174,10.99,"PG-13"
307,64,"Fellowship Autumn","Ray","Johansson",6,4.99,77,9.99,"NC-17"
335,64,"Freedom Cleopatra","Ray","Johansson",5,0.99,133,23.99,"PG-13"
345,64,"Gables Metropolis","Ray","Johansson",3,0.99,161,17.99,"PG"
448,64,"Idaho Love","Ray","Johansson",3,2.99,172,25.99,"PG-13"
469,64,"Iron Moon","Ray","Johansson",7,4.99,46,27.99,"PG"
471,64,"Island Exorcist","Ray","Johansson",7,2.99,84,23.99,"NC-17"
506,64,"Lady Stage","Ray","Johansson",4,4.99,67,14.99,"PG"
543,64,"Madigan Dorado","Ray","Johansson",5,4.99,116,20.99,"R"
557,64,"Manchurian Curtain","Ray","Johansson",5,2.99,177,27.99,"PG"
569,64,"Menagerie Rushmore","Ray","Johansson",7,2.99,147,18.99,"G"
572,64,"Metropolis Coma","Ray","Johansson",4,2.99,64,9.99,"PG-13"
597,64,"Moonwalker Fool","Ray","Johansson",5,4.99,184,12.99,"G"
616,64,"National Story","Ray","Johansson",4,2.99,92,19.99,"NC-17"
646,64,"Outbreak Divine","Ray","Johansson",6,0.99,169,12.99,"NC-17"
694,64,"Prejudice Oleander","Ray","Johansson",6,4.99,98,15.99,"PG-13"
832,64,"Splash Gump","Ray","Johansson",5,0.99,175,16.99,"PG"
852,64,"Strangelove Desire","Ray","Johansson",4,0.99,103,27.99,"NC-17"
860,64,"Suicides Silence","Ray","Johansson",4,4.99,93,13.99,"G"
921,64,"Uncut Suicides","Ray","Johansson",7,2.99,172,29.99,"PG-13"
925,64,"United Pilot","Ray","Johansson",3,0.99,164,27.99,"R"
980,64,"Wizard Coldblooded","Ray","Johansson",4,4.99,75,12.99,"PG"
39,65,"Armageddon Lost","Angela","Hudson",5,0.99,99,10.99,"G"
46,65,"Autumn Crow","Angela","Hudson",3,4.99,108,13.99,"G"
97,65,"Bride Intrigue","Angela","Hudson",7,0.99,56,24.99,"G"
106,65,"Bulworth Commandments","Angela","Hudson",4,2.99,61,14.99,"G"
117,65,"Candles Grapes","Angela","Hudson",6,4.99,135,15.99,"NC-17"
125,65,"Cassidy Wyoming","Angela","Hudson",5,2.99,61,19.99,"NC-17"
158,65,"Clones Pinocchio","Angela","Hudson",6,2.99,124,16.99,"R"
276,65,"Element Freddy","Angela","Hudson",6,4.99,115,28.99,"NC-17"
305,65,"Fatal Haunted","Angela","Hudson",6,2.99,91,24.99,"PG"
338,65,"Frisco Forrest","Angela","Hudson",6,4.99,51,23.99,"PG"
347,65,"Games Bowfinger","Angela","Hudson",7,4.99,119,17.99,"PG-13"
371,65,"Gosford Donnie","Angela","Hudson",5,4.99,129,17.99,"G"
398,65,"Hanover Galaxy","Angela","Hudson",5,4.99,47,21.99,"NC-17"
471,65,"Island Exorcist","Angela","Hudson",7,2.99,84,23.99,"NC-17"
475,65,"Japanese Run","Angela","Hudson",6,0.99,135,29.99,"G"
476,65,"Jason Trap","Angela","Hudson",5,2.99,130,9.99,"NC-17"
491,65,"Jumping Wrath","Angela","Hudson",4,0.99,74,18.99,"NC-17"
496,65,"Kick Savannah","Angela","Hudson",3,0.99,179,10.99,"PG-13"
516,65,"Legend Jedi","Angela","Hudson",7,0.99,59,18.99,"PG"
517,65,"Lesson Cleopatra","Angela","Hudson",3,0.99,167,28.99,"NC-17"
541,65,"Luke Mummy","Angela","Hudson",5,2.99,74,21.99,"NC-17"
556,65,"Maltese Hope","Angela","Hudson",6,4.99,127,26.99,"PG-13"
571,65,"Metal Armageddon","Angela","Hudson",6,2.99,161,26.99,"PG-13"
577,65,"Mile Mulan","Angela","Hudson",4,0.99,64,10.99,"PG"
615,65,"Nash Chocolat","Angela","Hudson",6,2.99,180,21.99,"PG-13"
658,65,"Paris Weekend","Angela","Hudson",7,2.99,121,19.99,"PG-13"
683,65,"Pity Bound","Angela","Hudson",5,4.99,60,19.99,"NC-17"
694,65,"Prejudice Oleander","Angela","Hudson",6,4.99,98,15.99,"PG-13"
714,65,"Random Go","Angela","Hudson",6,2.99,73,29.99,"NC-17"
735,65,"Robbers Joon","Angela","Hudson",7,2.99,102,26.99,"PG-13"
852,65,"Strangelove Desire","Angela","Hudson",4,0.99,103,27.99,"NC-17"
938,65,"Velvet Terminator","Angela","Hudson",3,4.99,173,14.99,"R"
951,65,"Voyage Legally","Angela","Hudson",6,0.99,78,28.99,"PG-13"
965,65,"Watership Frontier","Angela","Hudson",6,0.99,112,28.99,"G"
55,66,"Barbarella Streetcar","Mary","Tandy",6,2.99,65,27.99,"G"
143,66,"Chill Luck","Mary","Tandy",6,0.99,142,17.99,"PG"
207,66,"Dangerous Uptown","Mary","Tandy",7,4.99,121,26.99,"PG"
226,66,"Destiny Saturday","Mary","Tandy",4,4.99,56,20.99,"G"
229,66,"Devil Desire","Mary","Tandy",6,4.99,87,12.99,"R"
230,66,"Diary Panic","Mary","Tandy",7,2.99,107,20.99,"G"
283,66,"Ending Crowds","Mary","Tandy",6,0.99,85,10.99,"NC-17"
300,66,"Falcon Volume","Mary","Tandy",5,4.99,102,21.99,"PG-13"
342,66,"Fugitive Maguire","Mary","Tandy",7,4.99,83,28.99,"R"
350,66,"Garden Island","Mary","Tandy",3,4.99,80,21.99,"G"
361,66,"Gleaming Jawbreaker","Mary","Tandy",5,2.99,89,25.99,"NC-17"
376,66,"Grapes Fury","Mary","Tandy",4,0.99,155,20.99,"G"
424,66,"Holocaust Highball","Mary","Tandy",6,0.99,149,12.99,"R"
434,66,"Horror Reign","Mary","Tandy",3,0.99,139,25.99,"R"
553,66,"Maker Gables","Mary","Tandy",4,0.99,136,12.99,"PG-13"
608,66,"Murder Antitrust","Mary","Tandy",6,2.99,166,11.99,"PG"
676,66,"Philadelphia Wife","Mary","Tandy",7,4.99,137,16.99,"PG-13"
697,66,"Primary Glass","Mary","Tandy",7,0.99,53,16.99,"G"
706,66,"Queen Luke","Mary","Tandy",5,4.99,163,22.99,"PG"
725,66,"Requiem Tycoon","Mary","Tandy",6,4.99,167,25.99,"R"
769,66,"School Jacket","Mary","Tandy",5,4.99,151,21.99,"PG-13"
793,66,"Shrunk Divine","Mary","Tandy",6,2.99,139,14.99,"R"
829,66,"Spinal Rocky","Mary","Tandy",7,2.99,138,12.99,"PG-13"
871,66,"Sweden Shining","Mary","Tandy",6,4.99,176,19.99,"PG"
909,66,"Treasure Command","Mary","Tandy",3,0.99,102,28.99,"PG-13"
915,66,"Truman Crazy","Mary","Tandy",7,4.99,92,9.99,"G"
928,66,"Uptown Young","Mary","Tandy",5,2.99,84,16.99,"PG"
951,66,"Voyage Legally","Mary","Tandy",6,0.99,78,28.99,"PG-13"
957,66,"War Notting","Mary","Tandy",7,4.99,80,26.99,"G"
960,66,"Wars Pluto","Mary","Tandy",5,2.99,128,15.99,"G"
999,66,"Zoolander Fiction","Mary","Tandy",5,2.99,101,28.99,"R"
24,67,"Analyze Hoosiers","Jessica","Bailey",6,2.99,181,19.99,"R"
57,67,"Basic Easy","Jessica","Bailey",4,2.99,90,18.99,"PG-13"
67,67,"Berets Agent","Jessica","Bailey",5,2.99,77,24.99,"PG-13"
144,67,"Chinatown Gladiator","Jessica","Bailey",7,4.99,61,24.99,"PG"
242,67,"Doom Dancing","Jessica","Bailey",4,0.99,68,13.99,"R"
244,67,"Dorado Notting","Jessica","Bailey",5,4.99,139,26.99,"NC-17"
256,67,"Drop Waterfront","Jessica","Bailey",6,4.99,178,20.99,"R"
408,67,"Head Stranger","Jessica","Bailey",4,4.99,69,28.99,"R"
477,67,"Jawbreaker Brooklyn","Jessica","Bailey",5,0.99,118,15.99,"PG"
496,67,"Kick Savannah","Jessica","Bailey",3,0.99,179,10.99,"PG-13"
512,67,"League Hellfighters","Jessica","Bailey",5,4.99,110,25.99,"PG-13"
576,67,"Mighty Luck","Jessica","Bailey",7,2.99,122,13.99,"PG"
601,67,"Moulin Wake","Jessica","Bailey",4,0.99,79,20.99,"PG-13"
725,67,"Requiem Tycoon","Jessica","Bailey",6,4.99,167,25.99,"R"
726,67,"Reservoir Adaptation","Jessica","Bailey",7,2.99,61,29.99,"PG-13"
731,67,"Right Cranes","Jessica","Bailey",7,4.99,153,29.99,"PG-13"
766,67,"Savannah Town","Jessica","Bailey",5,0.99,84,25.99,"PG-13"
861,67,"Suit Walls","Jessica","Bailey",3,4.99,111,12.99,"R"
870,67,"Swarm Gold","Jessica","Bailey",4,0.99,123,12.99,"PG-13"
915,67,"Truman Crazy","Jessica","Bailey",7,4.99,92,9.99,"G"
945,67,"Virginian Pluto","Jessica","Bailey",5,0.99,164,22.99,"R"
972,67,"Whisperer Giant","Jessica","Bailey",4,4.99,59,24.99,"PG-13"
981,67,"Wolves Desire","Jessica","Bailey",7,0.99,55,13.99,"NC-17"
9,68,"Alabama Devil","Rip","Winslet",3,2.99,114,21.99,"PG-13"
45,68,"Attraction Newton","Rip","Winslet",5,4.99,83,14.99,"PG-13"
133,68,"Chamber Italian","Rip","Winslet",7,4.99,117,14.99,"NC-17"
161,68,"Clue Grail","Rip","Winslet",6,4.99,70,27.99,"NC-17"
205,68,"Dances None","Rip","Winslet",3,0.99,58,22.99,"NC-17"
213,68,"Date Speed","Rip","Winslet",4,0.99,104,19.99,"R"
215,68,"Dawn Pond","Rip","Winslet",4,4.99,57,27.99,"PG"
255,68,"Driving Polish","Rip","Winslet",6,4.99,175,21.99,"NC-17"
296,68,"Express Lonely","Rip","Winslet",5,2.99,178,23.99,"R"
315,68,"Finding Anaconda","Rip","Winslet",4,0.99,156,10.99,"R"
325,68,"Floats Garden","Rip","Winslet",6,2.99,145,29.99,"PG-13"
331,68,"Forward Temple","Rip","Winslet",6,2.99,90,25.99,"NC-17"
347,68,"Games Bowfinger","Rip","Winslet",7,4.99,119,17.99,"PG-13"
357,68,"Gilbert Pelican","Rip","Winslet",7,0.99,114,13.99,"G"
378,68,"Greatest North","Rip","Winslet",5,2.99,93,24.99,"NC-17"
380,68,"Greek Everyone","Rip","Winslet",7,2.99,176,11.99,"PG"
386,68,"Gump Date","Rip","Winslet",3,4.99,53,12.99,"NC-17"
396,68,"Hanging Deep","Rip","Winslet",5,4.99,62,18.99,"G"
435,68,"Hotel Happiness","Rip","Winslet",6,4.99,181,28.99,"PG-13"
497,68,"Kill Brotherhood","Rip","Winslet",4,0.99,54,15.99,"G"
607,68,"Muppet Mile","Rip","Winslet",5,4.99,50,18.99,"PG"
654,68,"Panky Submarine","Rip","Winslet",4,4.99,93,19.99,"G"
665,68,"Patton Interview","Rip","Winslet",4,2.99,175,22.99,"PG"
671,68,"Perdition Fargo","Rip","Winslet",7,4.99,99,27.99,"NC-17"
706,68,"Queen Luke","Rip","Winslet",5,4.99,163,22.99,"PG"
747,68,"Roxanne Rebel","Rip","Winslet",5,0.99,171,9.99,"R"
834,68,"Spoilers Hellfighters","Rip","Winslet",4,0.99,151,26.99,"G"
839,68,"Stallion Sundance","Rip","Winslet",5,0.99,130,23.99,"PG-13"
840,68,"Stampede Disturbing","Rip","Winslet",5,0.99,75,26.99,"R"
971,68,"Whale Bikini","Rip","Winslet",4,4.99,109,11.99,"PG-13"
15,69,"Alien Center","Kenneth","Paltrow",5,2.99,46,10.99,"NC-17"
88,69,"Born Spinal","Kenneth","Paltrow",7,4.99,179,17.99,"PG"
111,69,"Caddyshack Jedi","Kenneth","Paltrow",3,0.99,52,17.99,"NC-17"
202,69,"Daddy Pittsburgh","Kenneth","Paltrow",5,4.99,161,26.99,"G"
236,69,"Divine Resurrection","Kenneth","Paltrow",4,2.99,100,19.99,"R"
292,69,"Excitement Eve","Kenneth","Paltrow",3,0.99,51,20.99,"G"
300,69,"Falcon Volume","Kenneth","Paltrow",5,4.99,102,21.99,"PG-13"
306,69,"Feathers Metal","Kenneth","Paltrow",3,0.99,104,12.99,"PG-13"
374,69,"Graffiti Love","Kenneth","Paltrow",3,0.99,117,29.99,"PG"
396,69,"Hanging Deep","Kenneth","Paltrow",5,4.99,62,18.99,"G"
452,69,"Illusion Amelie","Kenneth","Paltrow",4,0.99,122,15.99,"R"
466,69,"Intolerable Intentions","Kenneth","Paltrow",6,4.99,63,20.99,"PG-13"
529,69,"Lonely Elephant","Kenneth","Paltrow",3,2.99,67,12.99,"G"
612,69,"Mussolini Spoilers","Kenneth","Paltrow",6,2.99,180,10.99,"G"
720,69,"Redemption Comforts","Kenneth","Paltrow",3,2.99,179,20.99,"NC-17"
722,69,"Reef Salute","Kenneth","Paltrow",5,0.99,123,26.99,"NC-17"
761,69,"Santa Paris","Kenneth","Paltrow",7,2.99,154,23.99,"PG"
791,69,"Show Lord","Kenneth","Paltrow",3,4.99,167,24.99,"PG-13"
864,69,"Sundance Invasion","Kenneth","Paltrow",5,0.99,92,21.99,"NC-17"
877,69,"Taxi Kick","Kenneth","Paltrow",4,0.99,64,23.99,"PG-13"
914,69,"Trouble Date","Kenneth","Paltrow",6,2.99,61,13.99,"PG"
50,70,"Baked Cleopatra","Michelle","Mcconaughey",3,2.99,182,20.99,"G"
53,70,"Bang Kwai","Michelle","Mcconaughey",5,2.99,87,25.99,"NC-17"
92,70,"Bowfinger Gables","Michelle","Mcconaughey",7,4.99,72,19.99,"NC-17"
202,70,"Daddy Pittsburgh","Michelle","Mcconaughey",5,4.99,161,26.99,"G"
227,70,"Details Packer","Michelle","Mcconaughey",4,4.99,88,17.99,"R"
249,70,"Dracula Crystal","Michelle","Mcconaughey",7,0.99,176,26.99,"G"
290,70,"Everyone Craft","Michelle","Mcconaughey",4,0.99,163,29.99,"PG"
304,70,"Fargo Gandhi","Michelle","Mcconaughey",3,2.99,130,28.99,"G"
343,70,"Full Flatliners","Michelle","Mcconaughey",6,2.99,94,14.99,"PG"
414,70,"Hellfighters Sierra","Michelle","Mcconaughey",3,2.99,75,23.99,"PG"
453,70,"Image Princess","Michelle","Mcconaughey",3,2.99,178,17.99,"PG-13"
466,70,"Intolerable Intentions","Michelle","Mcconaughey",6,4.99,63,20.99,"PG-13"
504,70,"Kwai Homeward","Michelle","Mcconaughey",5,0.99,46,25.99,"PG-13"
584,70,"Mixed Doors","Michelle","Mcconaughey",6,2.99,180,26.99,"PG-13"
628,70,"Northwest Polish","Michelle","Mcconaughey",5,2.99,172,24.99,"PG"
654,70,"Panky Submarine","Michelle","Mcconaughey",4,4.99,93,19.99,"G"
725,70,"Requiem Tycoon","Michelle","Mcconaughey",6,4.99,167,25.99,"R"
823,70,"South Wait","Michelle","Mcconaughey",4,2.99,143,21.99,"R"
834,70,"Spoilers Hellfighters","Michelle","Mcconaughey",4,0.99,151,26.99,"G"
856,70,"Streetcar Intentions","Michelle","Mcconaughey",5,4.99,73,11.99,"R"
869,70,"Suspects Quills","Michelle","Mcconaughey",4,2.99,47,22.99,"PG"
953,70,"Wait Cider","Michelle","Mcconaughey",3,0.99,112,9.99,"PG-13"
964,70,"Waterfront Deliverance","Michelle","Mcconaughey",4,4.99,61,17.99,"G"
26,71,"Annie Identity","Adam","Grant",3,0.99,86,15.99,"G"
52,71,"Ballroom Mockingbird","Adam","Grant",6,0.99,173,29.99,"G"
233,71,"Disciple Mother","Adam","Grant",3,0.99,141,17.99,"PG"
317,71,"Fireball Philadelphia","Adam","Grant",4,0.99,148,25.99,"PG"
359,71,"Gladiator Westward","Adam","Grant",6,4.99,173,20.99,"PG"
362,71,"Glory Tracy","Adam","Grant",7,2.99,115,13.99,"PG-13"
385,71,"Groundhog Uncut","Adam","Grant",6,4.99,139,26.99,"PG-13"
399,71,"Happiness United","Adam","Grant",6,2.99,100,23.99,"G"
450,71,"Idols Snatchers","Adam","Grant",5,2.99,84,29.99,"NC-17"
532,71,"Loser Hustler","Adam","Grant",5,4.99,80,28.99,"PG"
560,71,"Mars Roman","Adam","Grant",6,0.99,62,21.99,"NC-17"
574,71,"Midnight Westward","Adam","Grant",3,0.99,86,19.99,"G"
638,71,"Operation Operation","Adam","Grant",7,2.99,156,23.99,"G"
773,71,"Seabiscuit Punk","Adam","Grant",6,2.99,112,28.99,"NC-17"
833,71,"Splendor Patton","Adam","Grant",5,0.99,134,20.99,"R"
874,71,"Tadpole Park","Adam","Grant",6,2.99,155,13.99,"PG"
918,71,"Twisted Pirates","Adam","Grant",4,4.99,152,23.99,"PG"
956,71,"Wanda Chamber","Adam","Grant",7,4.99,107,23.99,"PG-13"
34,72,"Arabia Dogma","Sean","Williams",6,0.99,62,29.99,"NC-17"
144,72,"Chinatown Gladiator","Sean","Williams",7,4.99,61,24.99,"PG"
237,72,"Divorce Shining","Sean","Williams",3,2.99,47,21.99,"G"
249,72,"Dracula Crystal","Sean","Williams",7,0.99,176,26.99,"G"
286,72,"Enough Raging","Sean","Williams",7,2.99,158,16.99,"NC-17"
296,72,"Express Lonely","Sean","Williams",5,2.99,178,23.99,"R"
325,72,"Floats Garden","Sean","Williams",6,2.99,145,29.99,"PG-13"
331,72,"Forward Temple","Sean","Williams",6,2.99,90,25.99,"NC-17"
405,72,"Haunted Antitrust","Sean","Williams",6,4.99,76,13.99,"NC-17"
